city,state,country,ngo_shelter_name,shelter_type,address,latitude,longitude,phone,email,capacity,services_offered
Kapurthala,Punjab,India,Punjab Railway Shelter,Transport Shelter,Railway Colony,31.3800,75.3804,+91-1822-2901234,railway@punjabshelter.gov.in,70,"Railway Worker Shelter, Transport Support"
Moga,Punjab,India,Punjab Agricultural Shelter,Farming Shelter,Bus Stand Road,30.8022,75.1697,+91-1636-3012345,agriculture@punjabshelter.gov.in,90,"Farming Community Shelter, Crop Support"
Fazilka,Punjab,India,Punjab Border Town Shelter,Border Shelter,Ferozepur Road,30.4028,74.0284,+91-1638-3123456,bordertown@punjabshelter.gov.in,65,"Border Community Shelter, Cross-border Trade"
Barnala,Punjab,India,Punjab Rural Shelter,Rural Shelter,Sangrur Road,30.3742,75.5462,+91-1679-3234567,rural@punjabshelter.gov.in,75,"Rural Development Shelter, Village Support"
Malerkotla,Punjab,India,Punjab Muslim Heritage Shelter,Religious Shelter,Bazar Area,30.5290,75.8796,+91-1675-3345678,heritage@punjabshelter.gov.in,85,"Religious Harmony Shelter, Cultural Integration"
Sangrur,Punjab,India,Punjab Kisan Shelter,Farmer Shelter,Patiala Road,30.2459,75.8421,+91-1672-3456789,kisan@punjabshelter.gov.in,100,"Farmer Support Shelter, Agricultural Training"
Firozpur,Punjab,India,Punjab Cantonment Shelter,Military Shelter,Cantonment Area,30.9251,74.6185,+91-1632-3567890,cantonment@punjabshelter.gov.in,90,"Military Family Shelter, Defense Support"
Muktsar,Punjab,India,Punjab Liberation Shelter,Historical Shelter,Gurudwara Road,30.4756,74.5142,+91-1633-3678901,liberation@punjabshelter.gov.in,80,"Historical Shelter, Sikh Heritage"
Fatehgarh Sahib,Punjab,India,Punjab Martyrdom Shelter,Memorial Shelter,Gurudwara Complex,30.6446,76.3951,+91-1763-3789012,martyrdom@punjabshelter.gov.in,95,"Memorial Shelter, Religious Services"
Abohar,Punjab,India,Punjab Cotton Trade Shelter,Trade Shelter,Cotton Market,30.1204,74.1995,+91-1634-3890123,cottontrade@punjabshelter.gov.in,105,"Cotton Trading Shelter, Market Support"
Kharar,Punjab,India,Punjab New Town Shelter,Modern Shelter,Landran Road,30.7414,76.6469,+91-160-3901234,newtown@punjabshelter.gov.in,115,"Modern Township Shelter, Urban Development"
Rajpura,Punjab,India,Punjab Industrial Hub Shelter,Industrial Shelter,Ambala Road,30.4820,76.5946,+91-1762-4012345,industrialhub@punjabshelter.gov.in,85,"Industrial Development Shelter, Manufacturing"
Nabha,Punjab,India,Punjab Heritage Jail Shelter,Unique Shelter,Old Jail Complex,30.3748,76.1540,+91-1765-4123456,heritage@punjabshelter.gov.in,70,"Heritage Conservation Shelter, Historical Tourism"
Sunam,Punjab,India,Punjab Textile Shelter,Industrial Shelter,Sangrur Road,30.1281,75.7993,+91-1677-4234567,textile@punjabshelter.gov.in,90,"Textile Industry Shelter, Handloom Training"
Raikot,Punjab,India,Punjab Agricultural Hub Shelter,Farming Shelter,Ludhiana Road,30.6515,75.5961,+91-161-4345678,agribub@punjabshelter.gov.in,80,"Agricultural Hub Shelter, Farming Technology"
Khanna,Punjab,India,Punjab Trade Center Shelter,Commercial Shelter,GT Road,30.7058,76.2219,+91-1628-4456789,tradecenter@punjabshelter.gov.in,95,"Trade Center Shelter, Commercial Support"
Samana,Punjab,India,Punjab Rural Development Shelter,Development Shelter,Patiala Road,30.1497,76.1927,+91-1764-4567890,development@punjabshelter.gov.in,75,"Rural Development Shelter, Village Empowerment"
Mandi Gobindgarh,Punjab,India,Punjab Steel City Shelter,Industrial Shelter,Steel Complex,30.6696,76.3049,+91-1628-4678901,steel@punjabshelter.gov.in,110,"Steel Industry Shelter, Metal Working Training"
Doraha,Punjab,India,Punjab Highway Shelter,Transport Shelter,National Highway,30.7969,76.0241,+91-1624-4789012,highway@punjabshelter.gov.in,65,"Highway Rest Shelter, Truck Driver Support"
Phillaur,Punjab,India,Punjab River Side Shelter,Riverside Shelter,Sutlej Bank,31.0186,75.7889,+91-1872-4890123,riverside@punjabshelter.gov.in,85,"Riverside Community Shelter, Fishermen Support"
Kartarpur,Punjab,India,Punjab Corridor Shelter,Border Shelter,Kartarpur Corridor,31.4540,75.1667,+91-1872-4901234,corridor@punjabshelter.gov.in,120,"Pilgrimage Shelter, Cross-border Support"
Gidderbaha,Punjab,India,Punjab Cotton Field Shelter,Agricultural Shelter,Muktsar Road,30.2001,74.6667,+91-1634-5012345,cottonfield@punjabshelter.gov.in,70,"Cotton Cultivation Shelter, Farmer Training"
Malout,Punjab,India,Punjab Border Agriculture Shelter,Border Shelter,Fazilka Road,30.1901,74.4833,+91-1638-5123456,borderagri@punjabshelter.gov.in,80,"Border Agriculture Shelter, Cross-border Farming"
Zirakpur,Punjab,India,Punjab Satellite Town Shelter,Urban Shelter,Chandigarh Road,30.6417,76.8175,+91-172-5234567,satellite@punjabshelter.gov.in,140,"Satellite Town Shelter, Urban Development"
Dera Bassi,Punjab,India,Punjab Industrial Town Shelter,Industrial Shelter,Ambala Road,30.5989,76.8397,+91-172-5345678,industrial@punjabshelter.gov.in,100,"Industrial Township Shelter, Manufacturing Hub"
Morinda,Punjab,India,Punjab Agricultural Town Shelter,Agricultural Shelter,Chandigarh Road,30.7897,76.4992,+91-1762-5456789,agritown@punjabshelter.gov.in,75,"Agricultural Town Shelter, Farming Support"
Ropar,Punjab,India,Punjab Sutlej Shelter,River Shelter,Sutlej River Bank,30.9697,76.5211,+91-1881-5567890,sutlej@punjabshelter.gov.in,90,"River Community Shelter, Water Conservation"
Chamkaur Sahib,Punjab,India,Punjab Battlefield Shelter,Historical Shelter,Gurudwara Area,30.8700,76.4167,+91-1763-5678901,battlefield@punjabshelter.gov.in,85,"Historical Battlefield Shelter, Heritage Tourism"
Anandpur Sahib,Punjab,India,Punjab Holy City Shelter,Religious Shelter,Takht Sri Keshgarh Sahib,31.2389,76.5000,+91-1887-5789012,holycity@punjabshelter.gov.in,200,"Holy City Shelter, Religious Pilgrimage"
Nangal,Punjab,India,Punjab Dam City Shelter,Infrastructure Shelter,Bhakra Dam Road,31.3897,76.3742,+91-1887-5890123,dam@punjabshelter.gov.in,95,"Dam Township Shelter, Hydroelectric Support"
Kiratpur Sahib,Punjab,India,Punjab Cremation Shelter,Religious Shelter,Sutlej Ghat,31.1833,76.4667,+91-1881-5901234,cremation@punjabshelter.gov.in,100,"Religious Cremation Shelter, Spiritual Services"
Rupnagar,Punjab,India,Punjab District Shelter,Administrative Shelter,Civil Lines,30.9697,76.5211,+91-1881-6012345,district@punjabshelter.gov.in,120,"District Administrative Shelter, Government Services"
Gurdaspur,Punjab,India,Punjab Border District Shelter,Border Shelter,Batala Road,32.0420,75.4058,+91-1874-6123456,borderdistrict@punjabshelter.gov.in,110,"Border District Shelter, Cross-border Administration"
Tarn Taran,Punjab,India,Punjab Holy Tank Shelter,Religious Shelter,Gurudwara Complex,31.4515,74.9258,+91-1852-6234567,holytank@punjabshelter.gov.in,130,"Holy Tank Shelter, Religious Tourism"
Khem Karan,Punjab,India,Punjab War Memorial Shelter,Memorial Shelter,Indo-Pak Border,31.1531,74.5667,+91-1852-6345678,warmemorial@punjabshelter.gov.in,80,"War Memorial Shelter, Defense Heritage"
Patti,Punjab,India,Punjab River Town Shelter,Riverside Shelter,Beas River,31.2833,74.8667,+91-1852-6456789,rivertown@punjabshelter.gov.in,70,"River Town Shelter, Water Community"
Dinanagar,Punjab,India,Punjab Border Security Shelter,Security Shelter,Pakistan Border,32.1370,75.4744,+91-1874-6567890,bordersecurity@punjabshelter.gov.in,90,"Border Security Shelter, BSF Support"
Dera Baba Nanak,Punjab,India,Punjab Corridor Town Shelter,Pilgrimage Shelter,Kartarpur Corridor,32.0333,75.0333,+91-1872-6678901,corridortown@punjabshelter.gov.in,150,"Corridor Town Shelter, International Pilgrimage"
Qadian,Punjab,India,Punjab Religious Heritage Shelter,Religious Shelter,Ahmadiyya Complex,31.8167,75.3833,+91-1872-6789012,religious@punjabshelter.gov.in,100,"Religious Heritage Shelter, Faith Tourism"
Fatehabad,Haryana,India,Haryana Cotton Belt Shelter,Agricultural Shelter,Hisar Road,29.5151,75.4556,+91-1667-6890123,cottonbelt@haryanashelter.gov.in,105,"Cotton Belt Shelter, Agricultural Development"
Sirsa,Haryana,India,Haryana Border Town Shelter,Border Shelter,Rajasthan Border,29.5347,75.0269,+91-1666-6901234,bordertown@haryanashelter.gov.in,95,"Border Town Shelter, Inter-state Commerce"
Bhiwani,Haryana,India,Haryana Textile Hub Shelter,Industrial Shelter,Delhi Road,28.7933,76.1395,+91-1664-7012345,textilehub@haryanashelter.gov.in,110,"Textile Hub Shelter, Handloom Industry"
Hisar,Haryana,India,Haryana Steel City Shelter,Industrial Shelter,Delhi Road,29.1492,75.7217,+91-1662-7123456,steelcity@haryanashelter.gov.in,120,"Steel City Shelter, Heavy Industry"
Rohtak,Haryana,India,Haryana Education Hub Shelter,Educational Shelter,Delhi Road,28.8955,76.6066,+91-1262-7234567,education@haryanashelter.gov.in,100,"Education Hub Shelter, Student Accommodation"
Sonipat,Haryana,India,Haryana Industrial Corridor Shelter,Industrial Shelter,GT Road,28.9931,77.0151,+91-130-7345678,corridor@haryanashelter.gov.in,115,"Industrial Corridor Shelter, Manufacturing Belt"
Jind,Haryana,India,Haryana Agricultural Hub Shelter,Agricultural Shelter,Rohtak Road,29.3157,76.3150,+91-1681-7456789,agrishub@haryanashelter.gov.in,90,"Agricultural Hub Shelter, Farming Technology"
Kaithal,Haryana,India,Haryana Rice Bowl Shelter,Agricultural Shelter,Ambala Road,29.8021,76.3991,+91-1746-7567890,ricebowl@haryanashelter.gov.in,85,"Rice Bowl Shelter, Paddy Cultivation"
Kurukshetra,Haryana,India,Haryana Holy Land Shelter,Religious Shelter,Thanesar Road,29.9692,76.8780,+91-1744-7678901,holyland@haryanashelter.gov.in,180,"Holy Land Shelter, Religious Tourism"
Yamunanagar,Haryana,India,Haryana Industrial Town Shelter,Industrial Shelter,Jagadhri Road,30.1290,77.2674,+91-1732-7789012,industrialtown@haryanashelter.gov.in,100,"Industrial Town Shelter, Paper Industry"
Ambala,Haryana,India,Haryana Cantonment Shelter,Military Shelter,Cantonment Area,30.3752,76.7821,+91-171-7890123,cantonment@haryanashelter.gov.in,130,"Cantonment Shelter, Military Family Support"
Panchkula,Haryana,India,Haryana Planned City Shelter,Modern Shelter,Sector 5,30.6942,76.8606,+91-172-7901234,planned@haryanashelter.gov.in,140,"Planned City Shelter, Urban Development"
Rewari,Haryana,India,Haryana Heritage Shelter,Heritage Shelter,Delhi Road,28.1991,76.6193,+91-1274-8012345,heritage@haryanashelter.gov.in,80,"Heritage Town Shelter, Historical Tourism"
Mahendragarh,Haryana,India,Haryana Border District Shelter,Border Shelter,Rajasthan Border,28.2811,76.1434,+91-1281-8123456,borderdistrict@haryanashelter.gov.in,75,"Border District Shelter, Inter-state Support"
Palwal,Haryana,India,Haryana Industrial Growth Shelter,Industrial Shelter,Mathura Road,28.1441,77.3267,+91-1275-8234567,growth@haryanashelter.gov.in,95,"Industrial Growth Shelter, Manufacturing Hub"
Gurgaon,Haryana,India,Haryana Millennium City Shelter,Corporate Shelter,MG Road,28.4595,77.0266,+91-124-8345678,millennium@haryanashelter.gov.in,200,"Millennium City Shelter, Corporate Support"
Mewat,Haryana,India,Haryana Minority Community Shelter,Community Shelter,Nuh Road,28.1000,77.0000,+91-1267-8456789,minority@haryanashelter.gov.in,110,"Minority Community Shelter, Social Integration"
Bahadurgarh,Haryana,India,Haryana Industrial City Shelter,Industrial Shelter,Delhi Road,28.6918,76.9378,+91-1276-8567890,industrial@haryanashelter.gov.in,105,"Industrial City Shelter, Small Scale Industry"
Jhajjar,Haryana,India,Haryana Agricultural District Shelter,Agricultural Shelter,Rohtak Road,28.6062,76.6565,+91-1251-8678901,agriDistrict@haryanashelter.gov.in,85,"Agricultural District Shelter, Rural Development"
Narnaul,Haryana,India,Haryana Aravalli Shelter,Hill Shelter,Aravalli Hills,28.0447,76.1089,+91-1282-8789012,aravalli@haryanashelter.gov.in,70,"Aravalli Hills Shelter, Tribal Community"
Ladwa,Haryana,India,Haryana Rural Development Shelter,Rural Shelter,Kurukshetra Road,29.9935,77.0429,+91-1744-8890123,rural@haryanashelter.gov.in,65,"Rural Development Shelter, Village Upliftment"
Taraori,Haryana,India,Haryana Agricultural Town Shelter,Agricultural Shelter,Karnal Road,29.7681,76.9289,+91-1746-8901234,agritown@haryanashelter.gov.in,75,"Agricultural Town Shelter, Crop Processing"
Indri,Haryana,India,Haryana Border Agriculture Shelter,Agricultural Shelter,Punjab Border,29.8833,76.9667,+91-1746-9012345,borderagri@haryanashelter.gov.in,70,"Border Agriculture Shelter, Cross-state Farming"
Ratia,Haryana,India,Haryana Cotton Market Shelter,Market Shelter,Cotton Mandi,29.6903,75.5771,+91-1667-9123456,cottonmarket@haryanashelter.gov.in,80,"Cotton Market Shelter, Trade Support"
Tohana,Haryana,India,Haryana Agricultural Hub Shelter,Agricultural Shelter,Hisar Road,29.7000,75.9000,+91-1692-9234567,agriHub@haryanashelter.gov.in,75,"Agricultural Hub Shelter, Farming Innovation"
Dabwali,Haryana,India,Haryana Border Trade Shelter,Trade Shelter,Punjab Border,29.9500,74.7333,+91-1668-9345678,bordertrade@haryanashelter.gov.in,85,"Border Trade Shelter, Interstate Commerce"
Ellenabad,Haryana,India,Haryana Cotton Processing Shelter,Industrial Shelter,Sirsa Road,29.4667,74.6667,+91-1696-9456789,cottonprocess@haryanashelter.gov.in,70,"Cotton Processing Shelter, Textile Industry"
Rania,Haryana,India,Haryana Agricultural Border Shelter,Agricultural Shelter,Punjab Border,29.5167,75.2000,+91-1696-9567890,agriborder@haryanashelter.gov.in,65,"Agricultural Border Shelter, Cross-border Farming"
Adampur,Haryana,India,Haryana Air Force Shelter,Defense Shelter,Air Force Station,29.7833,75.7167,+91-1696-9678901,airforce@haryanashelter.gov.in,90,"Air Force Shelter, Defense Personnel Support"
Kalanwali,Haryana,India,Haryana Desert Border Shelter,Border Shelter,Rajasthan Border,29.8333,74.9667,+91-1668-9789012,desertborder@haryanashelter.gov.in,60,"Desert Border Shelter, Arid Region Support"
Bhattu Kalan,Haryana,India,Haryana Rural Heritage Shelter,Heritage Shelter,Village Area,29.5667,75.2667,+91-1696-9890123,ruralheritage@haryanashelter.gov.in,55,"Rural Heritage Shelter, Village Culture"
Odhan,Haryana,India,Haryana Agricultural Village Shelter,Village Shelter,Sirsa Road,29.6167,75.1833,+91-1696-9901234,agrivillage@haryanashelter.gov.in,50,"Agricultural Village Shelter, Farming Community"
